Data,Label
"বিদেশি স্যাটেলাইট যে ভাড়া করার কথা বললে , ভাড়া কত দিতে হয় বছরে আপনার মাথায় যদি থাকতো তাহলে এই কথা বলতেন না । ২ বছরে আগে যে ভাড়া দিতো বাংলাদেশ , সেই ২ বছরের টাকা দিয়ে ১ টা স্যাটেলাইট বানানো যেতো । এবার বুঝেছেন লাভ টা কোথায় ? ",0
"দেশের যায় যায় অবস্থা আর এনারা আসছে দাদাদের সোদন দেখাতে , দালালি বন্ধ করে দেশের বর্তমান অবস্থা গুলো তুলে ধরুন ",2
সবাই মিলে করি কাজ হারি জিতি নাহি লাজ,1
ভাই আপনি যতটুকু সম্ভব বাংলায়ই কথা বলুন । শুনতে ভালো লাগবে,0
"আওয়ামী লীগের বেশি ভাগ নেতাই দূর্নীতিবাজ , চরিত্রহীন , কোটি কোটি অবৈধ সম্পত্তির মালিক ",2
"এখন অনেকের মতে , তখন হিটলার সব ইহুদীগুলা হত্যা করে ফেললে ভালো হতো ",0
ঠিক বলেছেন ভাই কয়েকদিন আগেই তো কয়েকটা ভিডিও দেখলাম কি অবস্থা ছি ছি ছি,2
২০১৯ সালটাই আগুন দিয়ে শুরু ইয়া আল্লাহ আমাদের সবাইকে হেফাযত করুন । আমিন,1
বাবিকে এত জাল খাওয়ানো ঠিক না,2
এইটা তো আসল খেতা পুরি না ভাই : ৩,0
প্রতিনিয়ত আপনার নতুন নতুন খাবারের ভিডিও গুলোতে আপনি বহু দুর যাবেন দুআা করলাম ভাইজান । আদনান ভাইয়ার জন্য অবিরাম ভালোবাসা রইলো ❤,1
পিছনে দুজন মুর্তি দারা করায় লাগছে,0
"এই ব্যাপার টার অভাব টাই অামি কলকাতার রেস্টুরেন্ট গুলাতে বলছিলাম । অান্তরিকতাটা কি কেউ টের পাইছেন ? অথচ , কলকাতায় কিসের কি ! খাওয়ার জন্য বসার যে ব্যবস্হা করা লাগে , মিষ্টির দোকানে তাও নাই ",2
কুমির খাননা অথচ আল্লাহর নাম না নিয়ে জবেহকরা হারাম জিনিস চিকেন খাইলেন,2
